id,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj,mgi_symbol
ENSMUSG00000072324,37.1630154925236,5.77490057796751,8.78222274696898,0.556462210010269,10.3778845608598,3.12625620282831e-25,2.93886472808231e-22,Gm8420
ENSMUSG00000089960,4240.98876800344,-2.12993830149555,-2.18845167298569,0.2118018410949,-10.0562785029862,8.61952485476642e-24,7.65270148355679e-21,Ugt1a1
ENSMUSG00000089675,32.800428731539,4.70208060496577,5.70944406636754,0.474506244799269,9.90941775056068,3.78847502545815e-23,3.18650628325509e-20,Ugt1a8
ENSMUSG00000091697,18.8162069368508,5.31019811074906,7.78245811172507,0.542658131249753,9.78553126720789,1.29911222481489e-22,1.03805562323834e-19,Eif3s6-ps2
ENSMUSG00000026874,13481.4275414465,-1.78066480468252,-1.8173924973239,0.184704884622876,-9.6405940120004,5.38753062378754e-22,4.09991080470232e-19,Hc
ENSMUSG00000027803,177.826772270397,-2.59086678316529,-2.72740368522846,0.272987484449032,-9.49078961767939,2.29290740913966e-21,1.66558878661186e-18,Wwtr1
ENSMUSG00000084329,37.0673094721,5.10926465843517,6.84719246129058,0.538644185965657,9.48541688847066,2.41416134788411e-21,1.677422282632e-18,Gm6733
ENSMUSG00000053110,533.796761514806,-3.53375556329373,-3.86956072884787,0.373148352832347,-9.47010896998766,2.7955190989615e-21,1.86146628002099e-18,Yap1
ENSMUSG00000028008,213.826993854092,3.55683244921834,3.91218207532329,0.382651396732622,9.29522923368205,1.46889331321484e-20,9.38975361539452e-18,Asic5
ENSMUSG00000094685,21.5445230143603,5.01997796420158,7.84570940165882,0.577427127962686,8.69369955290008,3.5082465061891e-18,2.15635720828492e-15,Gm5900
ENSMUSG00000062209,31.6172839839495,-4.74849383107314,-8.03468337394234,0.570906504009321,-8.31746318832551,8.98659930757262e-17,5.31906827904882e-14,Erbb4
ENSMUSG00000045392,52.462384278403,-4.61950644169406,-7.51548592716669,0.556956599092868,-8.29419464500106,1.09323318939062e-16,6.23962842844695e-14,Olfr1033
ENSMUSG00000025909,16.9734012814267,4.54547932856305,6.92812967457481,0.563987408149285,8.05954044874683,7.65817994388614e-16,4.22018529942222e-13,Sntg1
ENSMUSG00000062410,2731.45266170846,-1.98398392424916,-2.05942245462771,0.250302135200875,-7.92635637189812,2.25669375454449e-15,1.20214076304585e-12,Hsd3b3
ENSMUSG00000090306,202.039973485047,-2.22332150101091,-2.32301683452031,0.288787918841673,-7.69880371010201,1.37345960516471e-14,7.08040579036686e-12,Adh6-ps1
ENSMUSG00000083898,21.1247687925966,4.36576855898244,6.55468410802744,0.577973403731376,7.55358037376321,4.23452990525014e-14,2.11475070049383e-11,Gm7340
ENSMUSG00000091957,1173.84384483612,3.45742845643443,4.01381750477837,0.459888546978899,7.51797034117718,5.56331182633518e-14,2.69416019080795e-11,Rps2-ps10
ENSMUSG00000080242,720.790572764399,1.72061194122719,1.78038640315715,0.23802676521373,7.22864901214874,4.8782237849044e-13,2.29290865607521e-10,Gm15487
ENSMUSG00000027820,223.173864996401,-3.1443341173093,-3.73443221429207,0.439923931062167,-7.14744958228918,8.84049729560147e-13,3.96470560424986e-10,Mme
ENSMUSG00000090175,3320.15312681397,1.97550674183448,2.06993859448501,0.276447454799006,7.14604785661995,8.93119340172673e-13,3.96470560424986e-10,Ugt1a9
ENSMUSG00000072476,18.4123838465305,4.10167711730277,6.2882526285905,0.587912364746279,6.97668115735736,3.02234551800209e-12,1.3054082087349e-09,Gm9008
ENSMUSG00000034551,18.328540939134,4.13222210476323,6.74935572942785,0.593193903215038,6.96605626316638,3.25948833339268e-12,1.37078639620917e-09,Hdx
ENSMUSG00000083689,12.6968075909548,4.1640900828428,6.94157164003921,0.600480508629713,6.93459658223576,4.07382006557438e-12,1.66932611456267e-09,Gm14094
ENSMUSG00000059565,13.9318627117668,4.09146759348729,6.5962588018016,0.597748932169339,6.84479281065147,7.65866340187916e-12,3.05982749563577e-09,Gm5292
ENSMUSG00000078673,7133.95766295972,-4.21874797588324,-5.5517017571192,0.62394367885449,-6.76142433821675,1.36641670725515e-11,5.32602570698649e-09,Mup19
ENSMUSG00000044103,42.6260409662157,2.48185838766884,2.71004427411562,0.369057754526981,6.72485094060636,1.75772287029472e-11,6.68813552147139e-09,Il1f9
ENSMUSG00000021867,316.164501058065,-1.71045933256198,-1.78191668963279,0.258305257444183,-6.62185256888005,3.54724763063385e-11,1.25974587522577e-08,Tmem254b
ENSMUSG00000072676,316.164501058065,-1.71045933256198,-1.78191668963279,0.258305257444183,-6.62185256888005,3.54724763063385e-11,1.25974587522577e-08,Tmem254a
ENSMUSG00000072680,1016.58349098836,-1.53467707159451,-1.58524455059479,0.231725813624932,-6.62281447020193,3.52423248992915e-11,1.25974587522577e-08,Tmem254c
ENSMUSG00000025936,129.085830999819,-2.97183532152153,-3.39155858552812,0.457012491107127,-6.50274419047532,7.88678489294474e-11,2.7399719429163e-08,Gm4956
ENSMUSG00000041750,57.9828502502087,3.51323508283442,4.49283709621594,0.542008124120384,6.48188638968463,9.05828409321765e-11,3.08000932114279e-08,Cd1d2
ENSMUSG00000030532,40.0276230143516,2.73593484051733,3.0950613500321,0.427189884880869,6.40449349890461,1.50869382240912e-10,5.02300749498337e-08,Hddc3
ENSMUSG00000078945,45.9614583762993,-3.20635903077741,-4.37466010408488,0.512318933793374,-6.25852143905068,3.8864447600151e-10,1.26753619815921e-07,Naip2
ENSMUSG00000032482,40.4843677802935,2.17378690221307,2.34480860166831,0.351338026358959,6.18716660061195,6.12552179877495e-10,1.95783927732445e-07,Cspg5
ENSMUSG00000093483,31.0798905604412,2.53782816138328,2.84897638613699,0.416893198080823,6.08747797533333,1.14703149084238e-09,3.5942569127749e-07,AA465934
ENSMUSG00000024155,99.591175760933,1.54986665158019,1.61523393752874,0.25951235177514,5.97222691320334,2.34036697391163e-09,7.19257780963112e-07,Meiob
ENSMUSG00000043300,18.7480020357741,3.52224693394381,6.16923380055242,0.599491233471681,5.87539356254856,4.21839936953164e-09,1.27196679857519e-06,B3galnt1
ENSMUSG00000029314,154.830995552842,1.83351604367208,1.94877446284232,0.312402083229207,5.8690903233409,4.38192681793385e-09,1.29680689772965e-06,Agpat9
ENSMUSG00000074207,20302.1523539916,-1.28045903961356,-1.3187011151154,0.219862663662268,-5.82390396934551,5.74886173461573e-09,1.67041017056171e-06,Adh1
ENSMUSG00000034681,298.148579533947,-1.57098828666713,-1.64858377641016,0.271084891056139,-5.79518939822359,6.82441202862825e-09,1.94751658266979e-06,Rnps1
ENSMUSG00000061167,1500.50901272439,-1.19969401230259,-1.2319496821203,0.20876090410438,-5.74673700255072,9.09820740182252e-09,2.55085004365835e-06,Rpl15-ps3
ENSMUSG00000075273,95.3667813593366,1.5321935639401,1.6010708851398,0.268514270452314,5.70619044328299,1.15532728645231e-08,3.18332506289559e-06,Ttc30b
ENSMUSG00000063730,1875.99613294809,1.71087975483173,1.81749272017867,0.302137898607515,5.66257911608171,1.49114587559074e-08,4.03898343013824e-06,Hsd3b2
ENSMUSG00000024121,1364.0198465065,-1.63369472025604,-1.72305860794447,0.289640212376236,-5.64042784961748,1.69628137117771e-08,4.51804543213184e-06,Atp6v0c
ENSMUSG00000045211,257.662685604183,1.07139730761522,1.09420602198882,0.19026990058259,5.63093429036697,1.79236009918905e-08,4.69568963035085e-06,Nudt18
ENSMUSG00000020553,728.535092157334,-1.1652430830113,-1.19714343171897,0.208469667093466,-5.58950901230574,2.27712548870316e-08,5.86947458628472e-06,Pctp
ENSMUSG00000061833,279.127438676717,3.60588584663914,9.22316992358426,0.659199515753271,5.47009783907179,4.49787211162613e-08,1.14096022564916e-05,Gm6311
ENSMUSG00000004631,97.8754203812314,1.61781987032351,1.71343135064561,0.296065774839543,5.4643934146063,4.64492367348478e-08,1.15985195665563e-05,Sgce
ENSMUSG00000049313,96.1490932495669,2.65954441224476,3.16237169966853,0.486970770907732,5.46140460809848,4.72382053659542e-08,1.16140578454356e-05,Sorl1
ENSMUSG00000022528,651.889910846306,2.23445150524951,2.50672956228972,0.412198161389162,5.42081870942635,5.93267010976546e-08,1.41507464215167e-05,Hes1
ENSMUSG00000068479,259.384904930332,1.00827372427966,1.02906652522422,0.185973262904643,5.42160581866353,5.90660153179017e-08,1.41507464215167e-05,Mfap1a
ENSMUSG00000090165,61.9472380625417,1.91977290965784,2.08040873495547,0.355294576626989,5.4033273681893,6.54159119893551e-08,1.53737013162042e-05,Ugt1a10
ENSMUSG00000089943,360.814159816941,-1.81694641193104,-1.9690657185808,0.337295073656311,-5.38681574039954,7.17168894622087e-08,1.66102552245733e-05,Ugt1a5
ENSMUSG00000054942,17.6079059083277,2.15361521071626,2.42390831264417,0.400391780795322,5.37876978003496,7.49965366758098e-08,1.71217093230874e-05,Fam73a
ENSMUSG00000030243,107.758520360795,-1.37836309207627,-1.43949074108174,0.256435972287938,-5.37507698229085,7.65499690349604e-08,1.72302120443338e-05,Recql
ENSMUSG00000024026,4819.19805027028,1.01991282986055,1.04375590819277,0.19093489138222,5.34167863441393,9.20898059213045e-08,2.04400998392829e-05,Glo1
ENSMUSG00000068758,32.4512319196421,2.66939952418195,3.32926689671764,0.499979058474346,5.33902266292402,9.34489637520963e-08,2.04576423249624e-05,Il3ra
ENSMUSG00000087353,6.20887633782284,3.39168841132493,6.16543477413403,0.645293886876509,5.25603679238635,1.47192855540703e-07,3.17876895188645e-05,Gm13727
ENSMUSG00000082935,23.1838554422517,3.05337477658499,4.26130456315061,0.582307146641858,5.24358114818559,1.57489495766148e-07,3.35578617578507e-05,Gm7658
ENSMUSG00000096255,154.515376466627,1.60287921139379,1.70071137381282,0.30848491162679,5.19597280444295,2.036520316781e-07,4.28231989243121e-05,Dynlt1b
ENSMUSG00000053279,8469.58904940131,-1.41869544459553,-1.48867032378725,0.273481404197722,-5.18753898005381,2.13091331786299e-07,4.42261373152837e-05,Aldh1a1
ENSMUSG00000039470,106.717181098644,2.93889965849401,4.04005944630947,0.569043099869472,5.1646345578536,2.4090912303009e-07,4.93585730146649e-05,Zdhhc2
ENSMUSG00000044533,7845.80448156922,-0.736284794162491,-0.745208710620511,0.14417486128859,-5.1068874808119,3.27508632898311e-07,6.62520944601001e-05,Rps2
ENSMUSG00000046580,10.1560163755266,2.82929110760564,3.77705647473693,0.561193153201506,5.04156383851985,4.61742763608077e-07,9.22388888152584e-05,Gm7862
ENSMUSG00000032080,4317.94994184038,1.25697488771921,1.29688223195805,0.249803219114158,5.03186024654382,4.857433156643e-07,9.58353571312491e-05,Apoa4
ENSMUSG00000026185,32.9354507225965,-2.24991539971341,-2.61196911755166,0.449411151179995,-5.00636309047056,5.54680818519804e-07,0.000108101880009329,Igfbp5
ENSMUSG00000080893,210.219418531317,2.70559129761443,3.42238662613291,0.542403559046568,4.98815181517299,6.09596577088137e-07,0.000117373046969223,Gm15920
ENSMUSG00000095687,187.632890854614,1.11984955176364,1.15573606873267,0.227669953559208,4.91874107345665,8.71025964811986e-07,0.00016571268980548,Rnaset2a
ENSMUSG00000025934,10009.6280334658,-1.18007968616245,-1.22330441122415,0.240403279826625,-4.9087503590363,9.16585643348289e-07,0.000172328884309988,Gsta3
ENSMUSG00000026890,68.8624225098993,1.60373519528058,1.71608838066926,0.326899459897979,4.9058973538258,9.30011550583386e-07,0.000172819937091548,Lhx6
ENSMUSG00000022863,35.3946247443482,2.2264723943174,2.69421182934034,0.456755902616591,4.87453447577302,1.09065338093968e-06,0.000200341743457437,Btg3
ENSMUSG00000087168,18.7848191546823,2.02715523770868,2.2756989978639,0.416346183507409,4.86891754508567,1.12211213533927e-06,0.000203778114032465,Gm15983
ENSMUSG00000024084,98.4840749047068,1.0386208231728,1.06792558132572,0.215932268224383,4.80993800377041,1.50977115657186e-06,0.000271097223069381,Qpct
ENSMUSG00000021772,327.770578151341,0.791742929171751,0.804786320699054,0.164781243451167,4.80481220185951,1.54896825422151e-06,0.0002750451296746,Nkiras1
ENSMUSG00000078480,11.9993637653377,3.16164382728299,6.97410989797573,0.659143267186049,4.79659580045531,1.61384790932092e-06,0.000283416521306128,Mrpl48-ps
ENSMUSG00000054863,26.4323764407425,-1.63508970586965,-1.76877095701816,0.342578531510831,-4.77289017107587,1.81600834218581e-06,0.000315452492570341,Fam19a5
ENSMUSG00000074183,220.770819622613,-2.04152166804521,-2.53409336119367,0.428399547770733,-4.76546177200396,1.88421620473148e-06,0.000323781281374341,Gsta1
ENSMUSG00000083840,1833.33026339038,3.11135815640544,5.9037925343428,0.655535634825957,4.74628378857161,2.07187970131332e-06,0.000352241590496682,NA
ENSMUSG00000003555,400.221267437656,1.77703737590252,1.94621864882364,0.37587735330261,4.7277053546556,2.27071367330483e-06,0.000381981844348258,Cyp17a1
ENSMUSG00000026103,73.9584338399761,1.9056889308422,2.14976808844437,0.405646599370635,4.69790436749351,2.6284444250573e-06,0.000437553857883758,Gls
ENSMUSG00000023805,116.182541207974,1.32801383823081,1.39549221220753,0.283884437503537,4.67800859359987,2.89674409193671e-06,0.000477246054981861,Synj2
ENSMUSG00000045502,15.5383693371838,2.78608733355694,4.72420076881021,0.599308231740322,4.64883875441935,3.33809034533391e-06,0.000544347161314094,Hcar2
ENSMUSG00000089948,6.79992551557123,2.5681905832171,3.3114140601584,0.552987569284125,4.64421033286838,3.41379641281157e-06,0.000551069499728704,Far2os1
ENSMUSG00000003477,4856.69226689976,-1.46536428068915,-1.55443820059424,0.316105613759725,-4.63567939607359,3.55767020360641e-06,0.000565827360713814,Inmt
ENSMUSG00000079662,74.3606119997049,-1.50453921149211,-1.61243779042946,0.324630925821399,-4.63461454784459,3.5760317522117e-06,0.000565827360713814,NA
ENSMUSG00000020604,379.082117472188,0.994766023207357,1.02301564100962,0.215135043647244,4.62391438578678,3.76565340787314e-06,0.000589989285404125,Arsg
ENSMUSG00000060422,6.90932349682835,-2.80278418595263,-5.20227096694987,0.607021247688835,-4.61727525457127,3.88811402029689e-06,0.000603261652022957,NA
ENSMUSG00000044788,1557.8654304364,-0.894780454617606,-0.914101237383956,0.194595197335693,-4.59816309378919,4.26232281702542e-06,0.000654963278258492,Fads6
ENSMUSG00000022186,82.651884335252,2.38700293859138,2.98940563299002,0.522941241898548,4.5645719773895,5.00514459481086e-06,0.000761783007330213,Oxct1
ENSMUSG00000024130,2375.37836739244,1.3562935689814,1.43253572322249,0.297818669717984,4.5540918246184,5.26123725251382e-06,0.000793205967287013,Abca3
ENSMUSG00000085478,15.5654215547735,2.51235776035675,3.25033650880056,0.554811868145496,4.52830572776771,5.94585118244231e-06,0.000888043436884211,Gm11851
ENSMUSG00000058799,719.864516811473,0.758726344115288,0.771533097176714,0.168384542922346,4.50591444408998,6.60877131729362e-06,0.000977914577978419,Nap1l1
ENSMUSG00000020409,329.952299279083,0.922636300327123,0.945422991507237,0.205052004478024,4.499523438826,6.81059705676288e-06,0.000998533500588326,Slu7
ENSMUSG00000042195,13.8883410448409,-2.44729041092072,-3.89271876437154,0.544526336829404,-4.49434718836646,6.97836940700708e-06,0.00101383019539436,Slc35f2
ENSMUSG00000045327,15.7820660404321,-2.90069337948712,-5.79762702401348,0.645771521577703,-4.49182610654671,7.06150713275395e-06,0.00101666617557244,6330549D23Rik
ENSMUSG00000081355,4.62267306337878,2.91790042529419,5.52264037704638,0.65815228708451,4.43347304651926,9.27271046220925e-06,0.00132309987407648,Gm15264
ENSMUSG00000081059,10.5768925245384,2.61809370215439,3.60853182967907,0.592099580776982,4.42171179840864,9.79220129554599e-06,0.00138485990180638,Gm11945
ENSMUSG00000037679,672.081364451835,-0.641946381464395,-0.649465096775196,0.145627097888078,-4.40815199076317,1.04256374090075e-05,0.00146150974941533,Inf2
ENSMUSG00000052415,33.4175705932711,2.6646676111247,3.85069242897032,0.610272915614328,4.36635404086765,1.2633764284684e-05,0.0017556538002916,Tchh
ENSMUSG00000045314,105.796913896879,1.19423912833552,1.25010686287797,0.274312524916269,4.35357127313109,1.33937522681168e-05,0.00184522030169633,Sowahb
ENSMUSG00000023908,29.4237707356088,-2.54147945393612,-4.78287057911109,0.584216383559414,-4.35023653128627,1.35990762228735e-05,0.00184769161198156,Pkmyt1
ENSMUSG00000090015,87.9870219490507,-2.40758064744745,-3.24275418937722,0.553526549504849,-4.34953056831893,1.36429266137178e-05,0.00184769161198156,Gm15446
ENSMUSG00000037997,60.0846375932935,-1.51791198454792,-1.65518343950054,0.349569846605695,-4.34222802477608,1.41045033132688e-05,0.00189415182730545,Parp11
ENSMUSG00000029596,292.269987545675,1.16718741809026,1.22285948143991,0.270413080963994,4.31631270916837,1.58657176481017e-05,0.00211291694778594,Sdsl
ENSMUSG00000058934,12.0995529288724,-2.1953450164069,-2.72907195294554,0.509686702434955,-4.30724404996041,1.65301197315525e-05,0.00218320531760282,Igf1os
ENSMUSG00000002233,165.949968038898,1.32565234543199,1.40505039202389,0.308197378701222,4.30130960561196,1.69791628070754e-05,0.00222413115426125,Rhoc
ENSMUSG00000005553,52.621428800601,1.86676518375756,2.13223572989229,0.435336683228324,4.28809529652819,1.80211780126388e-05,0.00234143451886163,Atp4a
ENSMUSG00000034361,161.371943051346,1.24817217782048,1.31539778506071,0.291262110294856,4.28539152091191,1.82417643441938e-05,0.00235098093535936,Cpne2
ENSMUSG00000068396,741.486141628131,1.62469004638151,1.78784933849955,0.380701630091114,4.267620409171,1.97569136376043e-05,0.00252588189474043,Rpl34-ps1
ENSMUSG00000024211,32.6765129697107,2.16828733109847,2.62710187544769,0.5088882571668,4.26083192245437,2.03667360885857e-05,0.00258318102723562,Grm8
ENSMUSG00000015711,187.954940040198,-0.738420303253067,-0.752540171954187,0.174253593931637,-4.2376187864611,2.25902907086728e-05,0.00284264122689212,Prune
ENSMUSG00000081930,3.371986734582,2.75756880804938,5.16811780445311,0.653194864165536,4.22166333406832,2.42506133381523e-05,0.00302772696685165,NA
ENSMUSG00000033854,24.1914185009121,2.00983228498799,2.35043271562662,0.479056769883008,4.19539480775695,2.72396686362198e-05,0.00337455150756147,Kcnk10
ENSMUSG00000021747,47.0838455379318,1.50206753268997,1.63306113029555,0.358386423844529,4.19119540460489,2.77488538741889e-05,0.00341118795202625,4930452B06Rik
ENSMUSG00000033685,348.258995964326,-1.8644434869098,-2.29399906479442,0.445690594535024,-4.18326863921129,2.87347505363364e-05,0.00350542021619231,Ucp2
ENSMUSG00000030382,11820.1067181513,-0.667545341503607,-0.676368595129154,0.159882391538253,-4.17522739734533,2.97688539893909e-05,0.00358392618053819,Slc27a5
ENSMUSG00000031150,42.4487025090582,2.05142110119726,2.60566642978661,0.491383692769322,4.17478465684512,2.98268057075013e-05,0.00358392618053819,Ccdc120
ENSMUSG00000098975,92.9883897438606,-2.13665955866245,-2.63223036486821,0.513992154547543,-4.15698866171082,3.22469988187993e-05,0.00384581558300919,Gm27177
ENSMUSG00000066153,1495.50516547995,-1.82019536179037,-2.01436763044008,0.439159693165741,-4.14472318410929,3.40224451191445e-05,0.00402750144777073,Mup21
ENSMUSG00000054477,486.750192580063,0.745108731064541,0.760273651576458,0.180135354554872,4.13638251583517,3.5282386392872e-05,0.00414593983047417,Kcnn2
ENSMUSG00000028148,4.63192356045362,2.56365396209695,3.84870043758078,0.6246454048629,4.10417485206607,4.05760499780336e-05,0.00469888300506489,Them5
ENSMUSG00000085208,479.98775540968,-1.26488128081743,-1.34316227591991,0.308150115987217,-4.10475678960934,4.04740464459732e-05,0.00469888300506489,Brip1os
ENSMUSG00000057068,193.372688236229,-1.78351159237807,-2.02285808147144,0.435666123049945,-4.09375780676342,4.24437660300054e-05,0.00487981169011163,Fam47e
ENSMUSG00000032024,12.1332993145995,-2.3688249384655,-4.0456128829581,0.580381694517596,-4.08149492108711,4.47469557136153e-05,0.00510786499470919,Clmp
ENSMUSG00000072789,5.96866381192927,2.66688833365612,5.17164842431253,0.654708721339544,4.07339668272575,4.63324100941574e-05,0.00525133507599099,Gm10420
ENSMUSG00000027624,31.219823986014,-2.51051213881074,-4.57284273358123,0.617549874367446,-4.06527835728612,4.79751682552214e-05,0.00539923354849784,Epb41l1
ENSMUSG00000091542,24.0723576427435,1.70159197219736,1.93014337842604,0.418773519806997,4.06327499642666,4.83889652684324e-05,0.00540772065702671,Gm17167
ENSMUSG00000030587,128.976516297205,-1.23710726794549,-1.31084755453839,0.305458924896092,-4.04999548913594,5.12186202412884e-05,0.00568419979219465,2200002D01Rik
ENSMUSG00000027296,40.119920889902,1.25937284227049,1.33880335580866,0.313551218511252,4.0164820543515,5.90733600696977e-05,0.00651069908464716,Itpka
ENSMUSG00000027227,11523.2427890722,-1.10621650665052,-1.15831894302807,0.27621782627356,-4.00487007509411,6.2051576745268e-05,0.0067765331699085,Sord
ENSMUSG00000029752,87.8012206959606,2.32748145441869,3.14207183159481,0.581318305291408,4.00379866457491,6.23334194341124e-05,0.0067765331699085,Asns
ENSMUSG00000027091,843.652411230971,0.679018862920652,0.690535007571313,0.170417582858565,3.98444134420208,6.76390611295013e-05,0.00730364753993622,Zc3h15
ENSMUSG00000075391,1418.52839828166,1.14596420649067,1.20915025504627,0.288236493261718,3.97577764537309,7.01496473861389e-05,0.00752390278441534,Gm13443
ENSMUSG00000000278,751.606518343963,0.492036131306716,0.496158066358479,0.123940853938229,3.96992691007229,7.1894682621132e-05,0.0076089332646908,Scpep1
ENSMUSG00000039628,26.7773413414054,1.53965706580601,1.69615145067034,0.387763608377847,3.97060743334566,7.16896199745072e-05,0.0076089332646908,Hs3st6
ENSMUSG00000019935,190.433219116434,1.89705746490942,2.24722828503779,0.479232702632354,3.95853090677903,7.54121837728044e-05,0.00787687652858292,Slc17a8
ENSMUSG00000039457,305.289863807806,-1.28826415370895,-1.40248007562668,0.325434640651677,-3.95859565266077,7.53917472751079e-05,0.00787687652858292,Ppl
ENSMUSG00000030004,81.8818064137371,-1.10886929452857,-1.15276138896598,0.280499721771852,-3.95319213696221,7.71154647680203e-05,0.00800248209388138,Nat8
ENSMUSG00000028445,446.248156097886,0.987495277241017,1.0288905927813,0.250154666239362,3.9475389049754,7.89586900636668e-05,0.00814089565101586,Enho
ENSMUSG00000034190,756.891427485905,0.58656091652903,0.594269469537583,0.149126648597403,3.93330717243279,8.37850561148416e-05,0.00858313449853387,Chmp7
ENSMUSG00000074264,2696.0735869347,0.623194010255492,0.632825292757027,0.158677242944027,3.92743155031577,8.58578450186352e-05,0.00873945363848923,Amy1
ENSMUSG00000097551,33.6774178821211,-2.40087123518558,-3.72171841877615,0.611771378900672,-3.92445825023696,8.69251321407841e-05,0.00879209200469539,Gm7976
ENSMUSG00000026649,14.3585307684292,-1.93270315904622,-2.35007902457343,0.493261587174352,-3.91821136958526,8.92084651014583e-05,0.00896629233198997,Cfap126
ENSMUSG00000034023,16.7952579372643,-2.23542093946814,-3.5064494538218,0.572075646908992,-3.90756179107859,9.3232202493825e-05,0.00931214892533635,Fancd2
ENSMUSG00000033450,9.07207711585691,2.53820558974686,5.52915750753273,0.654232359810735,3.87966989355456,0.00010459832180924,0.0103184307458855,Tagap
ENSMUSG00000078881,16.4925984945465,2.54507078668264,6.80457185416406,0.655847205016516,3.88058493993055,0.000104205543725582,0.0103184307458855,Gm14434
ENSMUSG00000031502,341.472947340167,-1.45100651078493,-1.61961989779442,0.374243264895833,-3.87717467992057,0.000105676488621004,0.0103608341389709,Col4a1
ENSMUSG00000020818,217.768531695311,0.929617253895803,0.962885935677342,0.240469533658495,3.86584212874138,0.000110706535664955,0.0106578382316967,Mfsd11
ENSMUSG00000027360,129.691381093207,-1.93806551506226,-2.33853068350199,0.501194477609732,-3.86689319544215,0.000110230674590071,0.0106578382316967,Hdc
ENSMUSG00000061825,672.978856081205,-1.49168399699279,-1.65117956445171,0.385624983059496,-3.86822447331596,0.000109630720068059,0.0106578382316967,Ces2c
ENSMUSG00000042082,481.064408705592,-0.764363793582831,-0.784068483373274,0.197982753074254,-3.86075949401589,0.000113035123744103,0.0108168521709851,Arsb
ENSMUSG00000038235,1380.1062942399,0.808225196666182,0.830370452535398,0.209560525338285,3.85676260050168,0.000114898653113185,0.0109297343773917,F11r
ENSMUSG00000005968,187.469312268073,1.43638347887659,1.57584984574725,0.374045743673078,3.84012785380607,0.000122970251277356,0.0116283289092511,Tuft1
ENSMUSG00000096144,2.24254910713198,2.51241025694125,5.14788060494273,0.655337462471385,3.83376565634832,0.000126196372961291,0.011863201389967,B020004C17Rik
ENSMUSG00000028977,8.32223086146029,-2.11988579055531,-2.93500404299685,0.55341449258007,-3.83055705800584,0.000127853480525722,0.01194869282036,Casz1
ENSMUSG00000042712,243.640421127871,0.700364304279148,0.713486229879949,0.182919377352911,3.82881417165507,0.00012876218282958,0.0119636537430205,Wbp5
ENSMUSG00000012123,58.380007707728,-1.73369293958639,-2.07946797696999,0.453332200268887,-3.82433221941454,0.000131127005064641,0.0121129518377921,Aim1l
ENSMUSG00000021379,12.6290815377995,2.35472700471832,3.83487302121294,0.617295179369656,3.81458835807341,0.000136410124429652,0.0124569725629158,Id4
