ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,ont,comparison,geneID,symbol
GO:0097060,synaptic membrane,232,-0.4311180262470437,-1.692253917947787,0.002680965147453083,0.18845700824499412,0.17357882338354721,2074.0,"tags=24%, list=13%, signal=21%",23859/72393/20648/66860/245522/23959/238276/14657/11444/228357/71436/11443/77531/18191/14810/12794/241568/108015/14396/54525/16510/13841/72978/56376/192198/13838/241770/110304/14804/232370/11438/18196/11423/20614/16531/110834/239845/11448/12672/14402/13497/16728/76854/11733/243764/57249/243621/14800/56320/14812/245684/13821/12495/13806/433182,cc,pairwise-ko-effect-gsea,23859/72393/20648/66860/245522/23959/238276/14657/11444/228357/71436/11443/77531/18191/14810/12794/241568/108015/14396/54525/16510/13841/72978/56376/192198/13838/241770/110304/14804/232370/11438/18196/11423/20614/16531/110834/239845/11448/12672/14402/13497/16728/76854/11733/243764/57249/243621/14800/56320/14812/245684/13821/12495/13806/13806/433182,Dlg2/Faim2/Snta1/Tanc1/Zc4h2/Nt5e/Akap5/Glra4/Chrnb2/Lrp4/Flrt3/Chrnb1/Anks1b/Nrxn3/Grin1/Cnih2/Lrrc4c/Chrnb4/Gabra3/Syt7/Kcnh1/Epha7/Cnih3/Pdlim5/Lrrc4/Epha4/Rims4/Glra3/Grid2/Clstn3/Chrna4/Nsg1/Ache/Snap25/Kcnma1/Chrna3/Gpr156/Chrne/Chrm4/Gabrb3/Drp2/L1cam/Gper1/Ank1/Chrm2/Gabrq/Iqsec3/Gria2/Dbn1/Grin2b/Cnksr2/Epb41l1/Entpd1/Eno1/Eno1b/Eno1b
GO:0098687,chromosomal region,305,-0.4100959073500575,-1.6508003639341589,0.002551020408163265,0.18845700824499412,0.17357882338354721,3275.0,"tags=32%, list=20%, signal=26%",28113/26886/52653/103677/57746/320332/218973/234865/52040/319161/68275/17218/19090/69535/18971/98956/107829/74355/20892/12608/12190/68298/70998/236930/50878/68964/70454/404634/140917/21752/66934/76499/17217/50883/17215/72155/193796/69386/320394/67629/13426/66570/215653/319154/12615/320022/72836/140557/68014/76464/227525/26972/52276/17216/66336/54141/219114/16319/56150/71988/71876/319151/228421/51944/217653/20878/12235/18005/22778/18392/73804/69928/381280/330627/56739/66468/19361/11799/208084/70645/70385/68549/12534/72415/22137/67052/20877/229841/17345/18817/66977/108000/208628/100041230/268697/12236,cc,pairwise-ko-effect-gsea,28113/26886/52653/103677/57746/320332/218973/234865/52040/319161/68275/17218/19090/69535/18971/98956/107829/74355/20892/12608/12190/68298/70998/236930/50878/68964/70454/404634/140917/21752/66934/76499/17217/50883/17215/72155/193796/69386/320394/67629/13426/66570/215653/319154/12615/320022/72836/72836/140557/68014/76464/227525/26972/52276/17216/66336/54141/219114/16319/56150/71988/71876/319151/228421/51944/217653/20878/12235/18005/22778/18392/73804/69928/381280/330627/56739/66468/19361/11799/208084/70645/70385/68549/12534/72415/22137/67052/20877/229841/17345/18817/66977/108000/208628/100041230/268697/12236,Tinf2/Cenph/Nudcd2/Smg6/Piwil2/Hist4h4/Wdhd1/Nup133/Ppp1r10/Hist1h4n/Rpa1/Mcm5/Prkdc/Ten1/Pold1/Nat10/Thoc5/Smchd1/Stra13/Cebpb/Brca2/Ncapd2/Phf6/Ercc6l/Stag3/Ctc1/Cenpl/H2afy2/Dclre1b/Tert/Dsn1/Clasp2/Mcm4/Chek2/Mcm3/Cenpn/Kdm4b/Hist1h4h/Cenpt/Spc24/Dync1i1/Cenpm/Rassf2/Hist2h3b/Cenpa/Ccdc79/Pot1b//Smc1b/Zwilch/Casc5/Dclre1c/Spo11/Cdca8/Mcm2/Cenpp/Spag5/Ska3/Incenp/Mad2l1/Esco2/Cenpu/Hist1h3e/Kif18a/Knstrn/Mis18bp1/Aurka/Bub1/Nek2/Ikzf1/Orc1/Kif2c/Apitd1/Hjurp/Trim66/Rec8/Ska1/Rad51/Birc5/Pif1/Oip5/Spdl1/Sgol2a/Cdk1/Sgol1/Ttk/Ndc80/Aurkb/Cenpe/Mki67/Plk1/Nuf2/Cenpf/Kntc1/Hist1h4m/Ccnb1/Bub1b
GO:0000778,condensed nuclear chromosome kinetochore,11,-0.8684836789005869,-1.9915732053175632,0.0070921985815602835,0.1973481344434166,0.18176801856630476,1301.0,"tags=82%, list=8%, signal=75%",217653/12235/56739/67052/229841/18817/268697/12236,cc,pairwise-ko-effect-gsea,217653/12235/56739/67052/229841/18817/268697/12236,Mis18bp1/Bub1/Rec8/Ndc80/Cenpe/Plk1/Ccnb1/Bub1b
GO:0000780,"condensed nuclear chromosome, centromeric region",20,-0.8021553546875552,-2.091670691821413,0.006896551724137931,0.1973481344434166,0.18176801856630476,690.0,"tags=65%, list=4%, signal=62%",217653/20878/12235/56739/68549/72415/67052/20877/229841/18817/268697/12236,cc,pairwise-ko-effect-gsea,217653/20878/12235/56739/68549/72415/67052/20877/229841/18817/268697/12236,Mis18bp1/Aurka/Bub1/Rec8/Sgol2a/Sgol1/Ndc80/Aurkb/Cenpe/Plk1/Ccnb1/Bub1b
GO:0000788,nuclear nucleosome,27,0.6005953888309968,1.8456941048245756,0.0049504950495049506,0.1973481344434166,0.18176801856630476,125.0,"tags=19%, list=1%, signal=18%",15077/319185/319177/319183/319150,cc,pairwise-ko-effect-gsea,15077/319185/319177/319183/319150,Hist2h3c1/Hist1h2bl/Hist1h2ba/Hist1h2bj/Hist1h3b
GO:0005583,fibrillar collagen trimer,11,-0.8338227285348155,-1.912090053594209,0.0070921985815602835,0.1973481344434166,0.18176801856630476,2621.0,"tags=91%, list=16%, signal=76%",12815/81877/12831/12842/17022/12843/12814/12825/12832,cc,pairwise-ko-effect-gsea,12815/81877/12831/12842/17022/12843/12814/12825/12832,Col11a2/Tnxb/Col5a1/Col1a1/Lum/Col1a2/Col11a1/Col3a1/Col5a2
GO:0005681,spliceosomal complex,170,0.4107555927114423,1.8182600568173442,0.006944444444444444,0.1973481344434166,0.18176801856630476,4600.0,"tags=43%, list=28%, signal=31%",80744/193116/238831/53379/67471/71702/53317/15382/67797/14300/19383/70650/18458/22380/66381/94315/19744/66642/76936/66877/66354/66618/70312/54367/107701/229279/70767/56195/75062/20227/66070/66549/20639/22185/20630/98758/15387/59013/74326/68879/67332/319322/64340/66921/237073/21681/209003/67678/76479/22608/66978/13204/27886/11800/76938/22668/15381/106583/27366/68592/76167/217207/66585/192170/225131/117599/74044/13207/72459/57905/67439/51796/71715,cc,pairwise-ko-effect-gsea,80744/193116/238831/53379/67471/71702/53317/15382/67797/14300/19383/70650/18458/22380/66381/94315/19744/66642/76936/66877/66354/66618/70312/54367/107701/229279/70767/56195/75062/20227/66070/66549/20639/22185/20630/98758/15387/59013/74326/68879/67332/319322/64340/66921/237073/21681/209003/67678/76479/22608/66978/13204/27886/11800/76938/22668/22668/15381/106583/27366/68592/76167/217207/66585/192170/225131/117599/74044/13207/72459/57905/67439/51796/71715,Cwc22/Slu7/Ppwd1/Hnrnpa2b1/Gpatch1/Cdc5l/Plrg1/Hnrnpa1/Snrnp48/Frg1/Raly/Zcchc8/Pabpc1/Wbp4/Rnf113a2/Prcc/Rheb/Ctnnbl1/Hnrnpm/Crnkl1/Snw1/Snrnp27/Cactin/Zfp326/Sf3b4/Hnrnpa3/Prpf3/Ptbp2/Sf3a3/Sart1/Cwc15/Aggf1/Snrpb2/U2af2/Snrpc/Hnrnpf/Hnrnpk/Hnrnph1/Hnrnpr/Prpf6/Snrpd3/Sf3b2/Dhx38/Prpf38b/Rbm41/Alyref/Rbmx2/Lsm3/Smndc1/Ybx1/Luc7l/Dhx15/Dgcr14/Api5/Rbm17/Sf1//Hnrnpc/Scaf8/Txnl4a/Syf2/Snrnp35/Dhx8/Snrnp40/Eif4a3/Wac/Helb/Ttf2/Ddx5/Htatsf1/Isy1/Xab2/Srrm1/Dhx35
GO:0005871,kinesin complex,53,-0.6127274619504623,-1.9924367648064694,0.006329113924050633,0.1973481344434166,0.18176801856630476,1307.0,"tags=32%, list=8%, signal=30%",240641/16571/232943/16582/16580/228421/16551/381293/73804/100502766/16552/19348/110033/229841/71819/70218,cc,pairwise-ko-effect-gsea,240641/16571/232943/16582/16580/228421/16551/381293/73804/100502766/16552/19348/110033/229841/71819/70218,Kif20b/Kif4/Klc3/Kifc3/Kifc5b/Kif18a/Kif11/Kif14/Kif2c/Kifc1/Kif12/Kif20a/Kif22/Cenpe/Kif23/Kif18b
GO:0022627,cytosolic small ribosomal subunit,39,-0.621425379106458,-1.8800345968055259,0.006711409395973154,0.1973481344434166,0.18176801856630476,771.0,"tags=10%, list=5%, signal=10%",16898/57294/20091,cc,pairwise-ko-effect-gsea,16898/57294/20091,Rps2/Rps27/Rps3a1
GO:0035371,microtubule plus-end,17,-0.722460790286151,-1.81398148468174,0.006825938566552901,0.1973481344434166,0.18176801856630476,2105.0,"tags=56%, list=13%, signal=48%",214444/269713/54141/17918/51944/73804/171531/380969/70218,cc,pairwise-ko-effect-gsea,214444/214444/269713/54141/17918/51944/73804/171531/380969/70218,Ywhaq/Cdk5rap2/Clip2/Spag5/Myo5a/Knstrn/Kif2c/Mlph/Nckap5l/Kif18b
GO:0098643,banded collagen fibril,11,-0.8338227285348155,-1.912090053594209,0.0070921985815602835,0.1973481344434166,0.18176801856630476,2621.0,"tags=91%, list=16%, signal=76%",12815/81877/12831/12842/17022/12843/12814/12825/12832,cc,pairwise-ko-effect-gsea,12815/81877/12831/12842/17022/12843/12814/12825/12832,Col11a2/Tnxb/Col5a1/Col1a1/Lum/Col1a2/Col11a1/Col3a1/Col5a2
GO:0098644,complex of collagen trimers,18,-0.772614450506267,-1.9509606714217382,0.006968641114982578,0.1973481344434166,0.18176801856630476,2850.0,"tags=78%, list=17%, signal=64%",373864/12815/81877/12828/12831/12842/17022/12843/12827/12814/12826/12825/12832,cc,pairwise-ko-effect-gsea,373864/12815/81877/12828/12831/12842/17022/12843/12827/12814/12826/12825/12832,Col27a1/Col11a2/Tnxb/Col4a3/Col5a1/Col1a1/Lum/Col1a2/Col4a2/Col11a1/Col4a1/Col3a1/Col5a2
GO:1990752,microtubule end,24,-0.6818114207046598,-1.857507500859015,0.006872852233676976,0.1973481344434166,0.18176801856630476,979.0,"tags=44%, list=6%, signal=41%",214444/269713/54141/17918/51944/73804/12316/171531/380969/70218,cc,pairwise-ko-effect-gsea,214444/214444/269713/54141/17918/51944/73804/12316/171531/380969/70218,Ywhaq/Cdk5rap2/Clip2/Spag5/Myo5a/Knstrn/Kif2c/Aspm/Mlph/Nckap5l/Kif18b
GO:0005578,proteinaceous extracellular matrix,286,-0.3729428778558514,-1.4849237846257104,0.007772020725388601,0.2072538860103627,0.19089173711480775,2947.0,"tags=33%, list=18%, signal=27%",320078/56429/16777/14268/30806/237928/12829/54156/78892/17181/17394/373864/70370/12815/77739/21809/269120/50706/320924/21810/20564/22414/216725/58859/12306/81877/58223/224224/19242/64074/71738/12394/268780/16840/108075/12845/14756/12828/229595/16852/16763/16773/214425/20745/208936/22422/83995/74499/21683/18074/14114/13601/242608/242939/235130/22371/12819/12831/21814/12833/214685/12842/13406/17022/241327/14118/246707/21808/14734/14733/210530/12843/11423/12827/320712/12814/244550/16403/279028/73940/94352/16854/12826/68169/12818/12825/23928/16772/12495/12832/20562/12945,cc,pairwise-ko-effect-gsea,320078/56429/16777/14268/30806/237928/12829/54156/78892/17181/17394/373864/70370/12815/77739/21809/269120/50706/320924/21810/20564/22414/216725/58859/12306/81877/58223/224224/19242/64074/71738/12394/268780/16840/108075/12845/14756/12828/229595/16852/16763/16773/214425/20745/208936/22422/83995/74499/21683/18074/14114/13601/242608/242939/235130/22371/12819/12831/21814/12833/214685/12842/13406/17022/241327/14118/246707/21808/14734/14733/210530/12843/11423/12827/320712/12814/244550/16403/279028/73940/94352/16854/12826/68169/12818/12825/23928/16772/12495/12832/20562/12945,Olfml2b/Dpt/Lamb1/Fn1/Adamts8/Phospho1/Col4a4/Egfl6/Crispld2/Matn2/Mmp8/Col27a1/Fbln7/Col11a2/Adamtsl1/Tgfb3/Optc/Postn/Ccbe1/Tgfbi/Slit3/Wnt2b/Adamts2/Efemp2/Anxa2/Tnxb/Mmp19/Impg2/Ptn/Smoc2/Mamdc2/Runx1/Egflam/Lect1/Ltbp4/Comp/Gpld1/Col4a3/Adamtsl4/Lgals1/Lad1/Lama2/Cilp/Spock1/Adamts18/Wnt7b/Mmp1a/Sost/Tecta/Nid2/Fbln1/Ecm1/Podn/Cpz/Adamts15/Vwf/Col15a1/Col5a1/Tgfbr3/Col6a1/Chadl/Col1a1/Dmp1/Lum/Olfml2a/Fbn1/Emilin2/Tgfb2/Gpc3/Gpc1/P3h2/Col1a2/Ache/Col4a2/Abi3bp/Col11a1/Podnl1/Itga6/Adamts13/Hapln2/Loxl2/Lgals3/Col4a1/Ndnf/Col14a1/Col3a1/Lamc3/Lama1/Entpd1/Col5a2/Slit1/Dmbt1
GO:0005801,cis-Golgi network,36,0.4696369423281229,1.55482385013857,0.009708737864077669,0.21426180113826582,0.19734639578524482,4073.0,"tags=39%, list=25%, signal=29%",14219/68581/338337/66270/72727/207352/68137/18685/217379/242669/18220/208158/18708/27277,cc,pairwise-ko-effect-gsea,14219/68581/338337/66270/72727/207352/68137/18685/217379/242669/18220/208158/18708/27277,Ctgf/Tmed10/Cog3/Fam134b/B3gat3/Sec23ip/Kdelr1/Phtf1/Ubxn2a/Azin2/Nucb1/Map6d1/Pik3r1/Golga5
GO:0008287,protein serine/threonine phosphatase complex,42,0.4887563782658945,1.701262547361332,0.009433962264150943,0.21426180113826582,0.19734639578524482,4273.0,"tags=45%, list=26%, signal=33%",77305/94186/66849/68734/97387/17872/56392/226849/26932/17973/232314/71978/56420/19052/17931/19046/93960/52432/76497,cc,pairwise-ko-effect-gsea,77305/94186/66849/68734/97387/17872/56392/226849/26932/17973/232314/71978/56420/19052/17931/19046/93960/52432/76497,Wdr82/Strn3/Ppp1r2/Smek1/Strn4/Ppp1r15a/Shoc2/Ppp2r5a/Ppp2r5e/Nck1/Ppp4r2/Ppp2r2a/Ppp4c/Ppp2ca/Ppp1r12a/Ppp1cb/Nkd1/Ppp2r2d/Ppp1r11
GO:0030017,sarcomere,143,-0.4249931734410628,-1.5905546481603445,0.008620689655172414,0.21426180113826582,0.19734639578524482,2710.0,"tags=27%, list=17%, signal=23%",12289/16691/20740/22138/57339/12288/11549/50876/15464/11459/20191/12372/17930/14201/56376/24131/19309/11472/20192/68678/26549/11464/11747/98932/59011/237560/18479/17898/22004/21924/11474/11733/72330/20190/107765/21916/14812/16669,cc,pairwise-ko-effect-gsea,12289/16691/20740/22138/57339/12288/11549/50876/15464/11459/20191/12372/17930/14201/56376/24131/19309/11472/20192/68678/26549/11464/11747/98932/59011/237560/18479/17898/22004/21924/11474/11733/72330/20190/107765/21916/14812/16669,Cacna1d/Krt8/Sptan1/Ttn/Jph1/Cacna1c/Adra1a/Tmod2/Hrc/Acta1/Ryr2/Casq1/Myom2/Fhl3/Pdlim5/Ldb3/Pygm/Actn2/Ryr3/Smtnl1/Itgb1bp2/Actc1/Anxa5/Myl9/Myoz1/Lrrc10/Pak1/Myl7/Tpm2/Tnnc1/Actn3/Ank1/Klhl40/Ryr1/Ankrd1/Tmod1/Grin2b/Krt19
GO:0030496,midbody,106,-0.4676830145531841,-1.6974604519963303,0.00872093023255814,0.21426180113826582,0.19734639578524482,1133.0,"tags=19%, list=7%, signal=18%",52276/240641/16571/16319/26934/18005/381293/12316/13605/11799/19348/12534/20877/229841/68617/18817/71819/108000/74107,cc,pairwise-ko-effect-gsea,52276/240641/16571/16319/26934/18005/381293/12316/13605/11799/19348/12534/20877/229841/68617/18817/71819/108000/74107,Cdca8/Kif20b/Kif4/Incenp/Racgap1/Nek2/Kif14/Aspm/Ect2/Birc5/Kif20a/Cdk1/Aurkb/Cenpe/Mtcl1/Plk1/Kif23/Cenpf/Cep55
GO:1903293,phosphatase complex,42,0.4887563782658945,1.701262547361332,0.009433962264150943,0.21426180113826582,0.19734639578524482,4273.0,"tags=45%, list=26%, signal=33%",77305/94186/66849/68734/97387/17872/56392/226849/26932/17973/232314/71978/56420/19052/17931/19046/93960/52432/76497,cc,pairwise-ko-effect-gsea,77305/94186/66849/68734/97387/17872/56392/226849/26932/17973/232314/71978/56420/19052/17931/19046/93960/52432/76497,Wdr82/Strn3/Ppp1r2/Smek1/Strn4/Ppp1r15a/Shoc2/Ppp2r5a/Ppp2r5e/Nck1/Ppp4r2/Ppp2r2a/Ppp4c/Ppp2ca/Ppp1r12a/Ppp1cb/Nkd1/Ppp2r2d/Ppp1r11
GO:0051233,spindle midzone,25,-0.6132871896882973,-1.6975206263253058,0.010169491525423728,0.21694915254237285,0.19982158786797505,1089.0,"tags=36%, list=7%, signal=34%",240641/228421/26934/20878/381293/20877/229841/18817,cc,pairwise-ko-effect-gsea,240641/228421/26934/20878/381293/20877/229841/18817,Kif20b/Kif18a/Racgap1/Aurka/Kif14/Aurkb/Cenpe/Plk1
GO:0000794,condensed nuclear chromosome,81,-0.5032921413950803,-1.74164654865714,0.012345679012345678,0.2257495590828924,0.20792722547108514,2438.0,"tags=30%, list=15%, signal=25%",68298/230082/22138/50878/66934/83558/12615/140557/16319/217653/20878/12235/18005/56739/19361/68549/72415/67052/20877/229841/18817/268697/12236,cc,pairwise-ko-effect-gsea,68298/230082/22138/50878/66934/83558/12615/140557/16319/217653/20878/12235/18005/56739/19361/68549/72415/67052/20877/229841/18817/268697/12236,Ncapd2/Nol6/Ttn/Stag3/Dsn1/Tex11/Cenpa/Smc1b/Incenp/Mis18bp1/Aurka/Bub1/Nek2/Rec8/Rad51/Sgol2a/Sgol1/Ndc80/Aurkb/Cenpe/Plk1/Ccnb1/Bub1b
GO:0005581,collagen trimer,73,-0.5156356600622335,-1.7775719851254088,0.012084592145015106,0.2257495590828924,0.20792722547108514,2871.0,"tags=44%, list=18%, signal=36%",17195/12829/373864/14133/12815/56745/237759/320924/81877/12828/229389/12819/12259/12831/12833/71693/81799/12842/17022/246707/13607/12843/12827/12814/12826/109323/12818/12825/77018/219151/12832,cc,pairwise-ko-effect-gsea,17195/12829/373864/14133/12815/56745/237759/320924/81877/12828/229389/12819/12259/12831/12833/71693/81799/12842/17022/246707/13607/12843/12827/12814/12826/109323/12818/12825/77018/219151/12832,Mbl2/Col4a4/Col27a1/Fcna/Col11a2/C1qtnf1/Col23a1/Ccbe1/Tnxb/Col4a3/Otol1/Col15a1/C1qa/Col5a1/Col6a1/Colec11/C1qtnf3/Col1a1/Lum/Emilin2/Eda/Col1a2/Col4a2/Col11a1/Col4a1/C1qtnf7/Col14a1/Col3a1/Col25a1/Scara3/Col5a2
