ensembl_gene_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,mgi_symbol
ENSMUSG00000015568,0.07492337329741193,0.05786854579401633,0.0326724707863073,0.009712790785180418,0.014309104727437775,0.029429024147987204,0.008392774149654874,0.02888520139813861,0.013628810328155477,0.018707035781040552,0.02492375541058819,0.030586827319181775,0.07636003740347616,0.002564692376812659,0.02620272824809358,0.016123400935336287,0.012161397228698538,Lpl
ENSMUSG00000085791,0.0026987680837802608,0.0025019154059036834,0.052535293826992235,0.011919822729477548,0.007337562247085858,0.10861828346191922,0.22489685081511554,0.09375356225159427,0.12007075061935346,0.0701195856231733,2.3150355308664073e-4,0.0985200002190149,0.29499575917339377,0.1054092550372597,0.053278538925537286,0.20226041814622792,0.022547690896518098,Rpl30-ps9
ENSMUSG00000059824,0.04302282982589334,0.015212460829256116,0.06771730171720228,0.07819863086195145,0.07108674114286526,0.1513568306204035,0.08613323340793534,0.09415538211421928,0.027444312603086298,0.10537599343452937,0.01523570891157683,0.03450712927274053,0.012017203685305147,0.06122301007960064,0.16537620496077385,0.08779811601063353,0.03146421942364802,Dbp
ENSMUSG00000062006,0.023497168325340653,0.12651547223727616,0.08668705806886048,0.03439117673816971,0.01772141936997806,0.002658853064385865,0.05269726891234825,0.008392836903485513,0.007764603925332459,0.021027936118626224,0.0028454069263502547,0.005961407749813692,0.003571889321189025,0.022293219315484388,0.0035208952555627776,0.012545558798244188,0.022461369517382982,Rpl34
ENSMUSG00000021250,0.057177673006930635,0.002695776090897878,0.030440275643412795,0.10778793477353865,0.07634698185839699,0.065850351873090393,0.07095981385133661,0.08139972845805521,0.003911278158808947,0.008014565476700436,0.07093306247137746,0.05620307260040282,0.12960030310563184,0.01570145396228599,0.060600003439301865,0.0180109492859187,0.08853454163985329,Fos
ENSMUSG00000095079,0.06747733349313036,0.03569662384094287,0.06550818032694274,0.002877191915702409,0.001019262631346289,0.09116947601413902,0.034767112386227844,0.023379391763155705,0.08917319997880425,0.08260454793684091,0.08288609233240223,8.725573707508384e-4,0.017267050459511532,0.005743436424144171,0.020144070917556763,0.035925350638755855,0.049006104012305485,Igha
ENSMUSG00000003545,0.06411283962161725,0.01989547042161275,0.0014386016960018216,0.07852661732210857,0.06953465564751618,0.03547074252154881,0.10587047882549644,0.10192129569460812,0.039969047819530895,0.020508763136054296,0.00582190562250542,0.06613079097865396,0.0027772590110903316,0.02701687380229392,0.07434733640121238,0.05660381431691126,0.04748703858822645,Fosb
ENSMUSG00000083411,0.0017904664976372757,0.04031676384273143,0.049007066138336546,0.003743695764584547,0.23758785025417997,0.014442778083812655,0.14931614734045054,0.030266231878091285,0.04662188391267047,0.06512074508378185,0.032802173890095244,0.029484839405874628,0.05606984428331822,0.02844230116374877,0.04265014893691573,0.003472250687920834,0.007261945708717411,Rpl30-ps10
ENSMUSG00000078686,0.07795363017988512,0.030743137364343264,0.02010527975379292,0.001404159583653001,0.030644766122044833,0.033271940964495435,0.045810822873832154,0.04016123009171226,0.04220532155546264,0.0012185702139143057,0.03428255167295458,0.009417886880238964,0.010090188442945649,0.02026171938505643,0.006219761480658953,0.0019440794834828716,0.024286717808603323,Mup9
ENSMUSG00000036905,0.07888070019108326,0.01668735416886527,0.04610324016879725,7.62711187768797e-4,0.037633989336463065,0.02032557621814984,0.006830130187894185,0.011901034877117158,0.00941360223983601,0.004430159269565161,0.006774532801528667,0.01727565898842817,0.004382494557721296,0.0021255659187446063,0.005350020512918088,0.0055559170143268215,0.017149055230830518,C1qb
ENSMUSG00000081094,0.0019393399059293049,0.020497437839949607,0.08398922660376726,0.11650630341317295,0.14244235044279252,0.037362285495761725,0.009743185109386257,0.06352959591946461,0.07380178044599327,0.12364155859693222,0.003768332904829729,0.1332061157851149,0.1431266041858974,0.07089763179109178,0.09695818161283222,3.9494655927830886e-4,0.029516467809829684,Rpl19-ps11
ENSMUSG00000061906,0.03720123965173786,0.11328816645376834,0.08595131533137834,0.004593069513657871,0.003355990926825547,0.0018868550472114667,0.01017855133563163,0.026042030573429808,0.010246268934094608,0.0027025177375389242,0.019797771572926868,0.06493140252254544,0.014377035257941673,0.06992245199231065,0.04117310520910264,0.022072055856600978,0.003844129873982269,Ugt2b38
ENSMUSG00000048388,0.019250840532247068,0.12309351106274644,0.09449315483718032,0.004865361198363937,0.02146649349347744,0.013237265376144123,0.02693926478791651,0.040752820498825615,0.025967280360140024,0.009193298537135183,0.049085118510527596,0.009593157540790024,0.01714753636770387,0.013330795676549946,0.03350036038575953,0.0024206901065941255,0.0424387393834632,Fam171b
ENSMUSG00000092511,0.03170261205021553,0.05508245433650627,0.002163993246000835,0.07306680933320554,0.008716526396789053,0.09859923900967839,0.03712756477750908,0.09628945437811953,0.02255104508837333,0.16579088231180666,0.06708748051538703,0.002781121181078221,0.10030147377912364,0.1274915146778664,0.3414623421507454,0.06440329028944251,0.009640988767048922,Gm20547
ENSMUSG00000024621,0.07867656139290827,0.0020388394248833895,0.039360623980952004,0.008136684115005104,0.02372263934732542,0.013482595536168717,0.007333146420646849,0.007530315201073938,0.027100998389631197,0.005264146039012972,0.018589471737525076,0.026674373774052504,0.009864581949294507,0.00612065339352957,0.0022490781671509696,0.016439193690619427,0.026355507342381002,Csf1r
ENSMUSG00000036896,0.07786277440601845,0.014397353876032302,0.04304629462199652,0.013363184122140163,0.027803496175789987,0.013327811332752773,0.01388375041819439,0.006463530548711932,0.008987264687918864,0.0012298928314630516,0.0018994932775964989,0.029092960865571723,0.008766976200408975,0.018434374837997827,0.003335649839817897,0.003715506616640153,0.01920986203411391,C1qc
ENSMUSG00000006398,0.05590209597665375,0.059709120526576356,0.015282818390709786,0.10303687223962624,0.04872925657438835,0.07074044486205601,0.015601065308972475,0.033266543937226244,0.030177922930679182,0.04038478896487165,0.04679780202723485,0.053660954104230184,0.006986910035652243,0.017512986342423483,0.03021374196845003,0.005810061411107039,0.011464360675339609,Cdc20
ENSMUSG00000021508,0.05029020673168743,0.07887746710222232,0.035933094905288336,0.033117295426492624,0.055849387161319874,0.1210870551777469,0.003981640495173722,0.048918123091566845,0.03190229323776832,0.009505006485601875,0.13004450757177846,0.050471162634016756,0.06496830868296098,0.019594497533255924,0.042664255532594196,0.01177754896302261,0.04856937802313177,Cxcl14
ENSMUSG00000026358,0.076477010127205175,0.025403128519819976,0.04825164908010212,0.00855154406483696,0.008875243225899632,0.006911584763391177,0.005248663068115514,0.009673244508982683,0.0022616001449530312,0.03248995490838525,0.0038722920315774024,0.01676644103720726,0.005356164764605323,0.0031759879795026018,0.02654288267238803,0.029630487917116373,0.029603792775620877,Rgs1
ENSMUSG00000074254,0.0751258304323246,0.023611137710539323,0.022578204044916277,0.00792336399437587,0.031979153444441334,0.02270781771860373,0.03575373291775118,0.04466457134658481,0.07051811389608029,0.04854141725866336,0.06054554406131488,0.02626926475221377,0.008151753206849988,0.0055170644718517394,0.0076585525311610074,0.017280504465387782,0.03310329866702877,Cyp2a4
ENSMUSG00000034634,0.07420899352491152,0.03464781121956989,0.03414784489980194,4.861423895696976e-4,0.008936903654870694,0.03464976799999119,0.0031823726460410823,0.06292179197233606,0.06178610909502462,0.011210651413453322,0.01649860213713891,0.030277256704588147,0.021960312134689273,0.01909060936592437,0.02976077067792283,0.026137158386334642,0.014891675412787405,Ly6d
ENSMUSG00000049775,0.0765280701547957,0.0010881639518463913,0.050991990636021015,0.019175863699847823,0.03400216362449119,0.01792963943103227,0.014438211676494865,0.010057362474534641,0.004982187647704422,0.001502741148436134,0.0038847780796586926,0.01605198304485903,9.090935909800648e-5,0.010333998034776515,0.01449093999457794,0.01871417679638942,0.030590305129383932,Tmsb4x
ENSMUSG00000026390,0.0717777563072855,0.003196552096550212,0.059870479676046195,0.02599857105388175,0.021384476720115744,0.060226473732287,0.035458178985492916,0.017325058062884428,0.016164658150432304,0.017307739129353572,0.05687430869777659,0.06814616587510883,0.034625673034625215,0.021171987603155824,0.04350315503902027,0.061174742909622166,0.0300104801162117,Marco
ENSMUSG00000028581,0.07610240664000402,0.012459244644415956,0.038472584455407986,0.005584595077630957,0.024508477639333122,0.016664149141197838,0.03141529954654079,0.0012489238902422327,0.03570414345960199,0.026265302573858607,0.03315577067120748,0.025246351559997753,4.8341633321089824e-4,0.030046876335403042,0.03270013205221707,0.003678657517001471,0.0299082687149148,Laptm5
ENSMUSG00000066153,0.0698692183922302,0.01863635987243924,0.07140572887014722,0.030494239523034893,0.019163474255082975,0.025452374808947666,0.002986588710067721,0.028557911641647515,0.024956778357858887,0.01382301183119842,0.08275730763302712,0.03360051597656778,0.02691366958291046,0.03687357809565286,0.005642178007745918,0.0121448457870306,0.005944277870817587,Mup21
ENSMUSG00000073640,0.003925335509591481,0.05194216564369376,0.020707841369364027,0.029589924084024624,0.1727722299332901,0.1316002158481254,0.04981013743474359,0.014444156771802273,0.020757012407089093,0.06686221935407584,0.1117604785736755,0.1426198143367029,0.0652353291326432,0.16594188751902725,0.18508159184861053,0.02725495450041666,0.05389490528704086,Rpl27-ps3
ENSMUSG00000026605,0.035099379507221196,0.06369452251453715,0.03170897540365832,0.14024504466534754,0.009043405143202253,0.06557673816697918,0.032465079125239917,0.020466687795171485,0.013603590441514915,0.06674044789516545,0.08695569223011676,0.051117758440995635,0.03518451224990965,0.014504232135747681,0.025149797386029904,0.08281607329767796,0.013647899197314966,Cenpf
ENSMUSG00000032231,0.07427373829129956,0.027783653608393844,0.035115095286784075,0.01183941307247341,0.018464609109151042,0.03251313367686789,0.006785445162796746,0.034235082674604796,0.033238841156696564,0.00926883040069511,0.006095971773022453,0.03147871264186665,0.025184708183453797,0.03777999924328637,0.03756793634263945,0.014849601060414747,0.03361181169681637,Anxa2
ENSMUSG00000014542,0.07173087505781127,0.01743289073376208,0.04764063766369414,0.002706238389389345,0.04790111301068143,0.04536732861715185,0.029691527235951313,0.04206543686852958,8.765898659964139e-4,0.021449177655423243,0.0542968238327434,0.022345454911675795,0.0010518521158940494,0.0020441660097215066,0.001238264288139826,0.030007771358482035,0.03866418130738372,Clec4f
ENSMUSG00000073834,0.07240450528432384,0.018487253130997906,0.02233681837547579,0.019334665372957253,0.03862415005812653,0.042928655771946544,0.05800976225675423,0.05129447869239915,0.042266512070859526,0.009889845424737793,0.042994977290837816,0.018366371007946098,0.002941542029888865,0.013486482127195875,0.013033809992260522,0.01375003034611086,0.04402120603849587,Mup11
ENSMUSG00000091957,0.015928553533544186,0.11296422755109674,0.07561149907460953,0.05518425169510244,0.030222289592355036,0.04590700230150107,0.007499987879990353,0.032321776475893405,0.007522459482793616,0.04346474321988257,0.06329152610772991,0.04163262228753291,7.436478311320847e-6,0.08161485359809571,0.04096061591030864,0.047143107304636125,0.05987280896337859,Rps2-ps10
ENSMUSG00000036887,0.07353181293819601,0.008584142884661953,0.047890803952835695,0.0024471885009501363,0.026518211379483913,0.02619397193487834,0.024306012186180306,0.011834342446914442,0.022160616345643206,0.014275701340878154,0.018792759270191556,0.014943420207306974,0.004380223527051938,0.00703333935560957,0.021367589682122285,0.015894064422577212,0.010919582779737844,C1qa
ENSMUSG00000053110,0.03119202955930893,0.11343351640344124,0.06665045037799862,0.020783684242903444,2.2188466287465043e-4,0.006809686050295515,0.03666658568766996,0.05060345210583659,0.0303367607082026,0.0037427252414771422,0.03072105806728041,0.0016363926575581806,0.0506865431302545,0.005758282770889608,0.0870001245513519,0.00625760413386034,0.04599572716117845,Yap1
ENSMUSG00000096768,0.05270187619519852,0.011813479899424459,0.08941246043290325,0.004564439730085486,0.024803645377369066,0.0330696583200596,0.02024444747561401,0.14336790276993416,0.07351416609630217,0.12533054452325543,0.06878428366668098,0.00860986114903847,0.010815515636087566,0.017343981230669304,7.974611031059596e-4,0.03255089902119611,0.01539642618478487,Erdr1
ENSMUSG00000078675,0.06913676313007838,0.02487956525430298,0.04454362819218628,0.017494679617749493,0.03389238286661021,0.0265263659317752,0.05132710883780825,0.059380310644585176,0.05121719403676041,0.02823750882125894,0.026131753934549005,0.033009852836209885,0.023440435223754868,0.059728456467476765,0.001245490986830259,0.007241685474271129,0.009642705471395155,Mup16
ENSMUSG00000089873,0.056663943140422356,0.0614989831289224,0.04985947192568544,0.04755089776524039,0.03693323123409852,0.06525183620157005,0.011637968327289652,0.03865816555127999,0.04020338690242611,0.04027855127713903,0.006004559562542639,0.07975405468180267,0.011935675610606114,0.03605614362863817,0.01505118268839573,0.09910902245021873,0.024023876208446687,Mup13
ENSMUSG00000083899,0.011264913667251472,0.01369487662678606,0.11968852653222761,0.026944478282557388,0.031831104858878474,0.054686162559144616,0.03004447563933802,0.02343787344897068,0.18335548255304854,0.056513929253812066,0.10625212880294307,0.23678089462262664,0.008383255451084372,0.042230423628558306,0.042103881588433374,0.10218831550145835,0.05604454841271438,Gm12346
ENSMUSG00000002602,0.07448153106218096,0.007850210820526969,0.0259896693219445,0.005149566487610263,0.0224732903916478,0.02715260879786771,0.022482250509877413,3.075991138417115e-4,0.025049169971563052,0.02063387191821959,0.008825477252972943,0.027434269481867706,0.0035995823311608575,0.017484279360577035,0.015996024248192214,0.018300724156255416,0.0379142980681793,Axl
ENSMUSG00000057465,0.02791285980113546,0.022328759196559977,1.254084687649078e-4,0.09296892771270816,0.04788797786571933,0.056740120604899615,0.17275893456471939,0.03273738615400438,0.07988788738543655,0.011781165053040745,0.18569289413477974,0.03192309456338446,0.10762512213355127,0.11669234498916779,0.14634820430500492,0.09697015665045104,0.04347928440898443,Saa2
ENSMUSG00000025743,0.07397815446243246,0.00861493464778288,0.021290394775176764,0.00750089341988621,0.024273627002191447,0.015873301684571125,0.0169328721553405,0.021287545723046,0.0043501434098774435,0.02148683011773668,0.016409641997510577,0.041631343625760715,0.03944008951299373,0.04590651128556769,0.005097018511821525,0.00920600008311644,0.028025778883607577,Sdc3
ENSMUSG00000041431,0.05095298887941187,0.05971079335004768,0.028678587426488215,0.08950101675970645,0.0477830420241664,0.08489494266279583,0.011159445066281295,0.034488194954629695,0.00601683907703407,0.02379671514794675,0.017727363586255953,0.018214088619624046,0.0606919561699244,0.0011316473932502598,0.02435483831228303,0.03555742175541796,0.018742462461268948,Ccnb1
ENSMUSG00000085666,0.027386049457180546,0.11285439142597135,0.06249382077511099,0.010459763092485237,0.025135461133658794,0.011941649814113083,0.0525303654537554,0.024763198871980027,0.01773687350302723,0.01331589474767826,0.041336075928812534,0.038433650045724105,0.017889867620960703,0.10305689523001013,0.04215398523369238,0.038553923852932624,0.0462159519735178,Gm9855
ENSMUSG00000040660,0.05825214892833907,0.06868330672740461,0.01933872774137409,0.0019465378452715174,0.07648697572507147,0.012206253392749566,0.03865684984968176,0.005197980255370011,0.06075900173968513,0.03557745500481456,0.021507010913059538,0.015041681570313489,0.016062064801291562,0.021429706768150984,0.03755071311905614,0.0626312050139502,8.566606457764786e-4,Cyp2b9
ENSMUSG00000098178,0.011537003592442488,0.0015840487912192783,0.03150620586633442,0.14529994875406346,0.06375562125540363,0.15549986099287794,0.023112931791343137,0.05446809293488423,0.07150812684273769,0.022128740317281133,0.01011339696952684,0.06965507073060241,0.0011534344621045058,0.016813493342715733,0.06163759707968763,0.0016596403434157587,0.021921547651412958,Gm42418
ENSMUSG00000095562,0.051663604119748685,0.011074754959186707,0.08272841920488368,0.019586413223884335,0.023384303018412912,0.018525521684374636,0.024467759235417254,0.1334983343906659,0.06509838011671959,0.1387981064277447,0.06211896838034005,0.010044332308491314,0.012602891118563742,0.034148131137765436,0.0012093730567222553,0.003070204298898259,0.012895873988816848,Gm21887
ENSMUSG00000076281,0.002516214920107579,0.03212544451275982,0.062308976097792144,0.07598414721305634,0.00469987750771575,0.12864478655755635,0.1156620343659327,0.06186691012225953,0.1330447555475694,0.02703475012216661,0.06338815684184192,0.1080864351872592,0.12441998219947856,0.15246934335329274,0.02691081135785478,0.19152625359746817,0.07253612885924107,Gm24270
ENSMUSG00000004655,0.06548072889273739,0.00368583994029038,8.132788475244234e-4,0.06543650688918501,0.05603374658164633,0.031111126307348278,0.013487355932626724,0.037924757088641084,0.013887464878557356,0.048040954575686426,0.03711514686837518,0.053141418233136964,0.047606268495076126,0.014340715084274385,0.032647336593377034,0.015513878734728256,0.03631109805020298,Aqp1
ENSMUSG00000039519,0.06281605897993715,0.06421411461928701,0.014193861686132835,0.02123878439677332,0.025115404667274997,0.006284101037171265,0.015816271038198562,0.025276681740693693,0.009391302821743889,0.02545315821515858,0.0381174350673135,0.024119379453782692,0.017562864714627435,0.01715446509258997,0.06115486720728434,0.03548694054266481,0.0421960360998103,Cyp7b1
ENSMUSG00000050335,0.0673507951229035,0.023251312447277073,0.061357361167540106,0.011023647919775819,0.0058655230783012016,0.007777025279401262,0.024097589299993834,0.010092731240355379,0.01477728004404009,0.01988838612188127,8.228375537407551e-4,0.006797540900549871,0.04253743065130094,0.017338005366285124,0.013247648084194742,0.026099625271036868,0.05044975887920474,Lgals3
ENSMUSG00000024610,0.06966954566795462,0.019667698216421104,0.045000222850434715,0.0042666906676147205,0.020178698739425953,1.6650086730883972e-4,0.004329536912717033,0.004016163695861332,0.035373255101437275,0.013485805203430654,0.04894339608266258,0.0028109361141592506,0.0013806206206648766,0.016621426280846126,0.005381711073557024,0.0062656051987075795,0.024804303968484653,Cd74
